list_place,A,B,C,mu_a-ea0,mu_b-ea0,mu_cea0,e,e_tot,zpe,harm_freq,formula,iupac_name,canonical_smi,internal_smi,weight,charge,name,multiplicity,distance,log_column,log_column_unc,mu_a,mu_b,mu_c
1287,101457.57411,370.9343,370.45926,-0.0214217,-0.0120193,-0.7585376,-345.321490425295,,,[],,,,C=C=C=C=C=[C+]C#CC,,1,geom1288,1,0.0870153,11.700462609135300,1.4103113016680900,-0.054448529968666200,-0.03055001312932170,-1.9280102534327400
1165,13200.88923,2119.35388,1871.3186,0.0176358,-0.4834058,-2.0666828,-586.198293903845,,,[],C2H4N2S,aminomethyl thiocyanate,C(N)SC#N,N#CSCN,88.13,0,geom1166,1,0.032475606,12.057683375135000,1.4103957891939400,0.04482573207641800,-1.228694976977880,-5.252983674102760
312,9944.05531,4868.22502,3336.56809,-2E-07,1.5147797,-0.039085,-551.968862924049,,,[],C2H4OS,ethanethioic S-acid,CC(=O)S,CC(=O)S,76.12,0,geom313,1,0.06130865,12.135000213403300,1.4104314317828900,-5.0834929038E-07,3.8501859278851500,-0.0993441600725115
1621,5131.46984,3533.28786,2161.28473,-0.0083177,-0.6442875,1.7955391,-607.30217028331,,,[],C2H5NOS,2-aminoethanethioic S-acid,C(C(=O)S)N,NCC(=O)S,91.13,0,geom1623,1,0.034652762,12.047465853865300,1.4104555449303900,-0.02114148446296860,-1.6376154671285200,4.56380513667272
947,24178.70486,4366.82291,4254.69322,-0.0141035,0.103231,-0.0671064,-156.497569121136,,,[],C4H8,but-1-ene,CCC=C,[CH2]CC=C,56.11,0,geom948,2,0.05226843,11.966968784503200,1.4104726267110100,-0.03584752108437170,0.2623870279760890,-0.17056745409978200
860,287512.51432,10674.12033,10292.02123,1.9E-06,0.0002847,-0.3464559,-115.242345920523,,,[],C3H4,"propa-1,2-diene",C=C=C,[C]=C=C,40.06,0,geom861,3,0.036184873,12.263658592413000,1.4105096964163800,4.82931825861E-06,0.00072363521485593,-0.8806030545648210
1057,3318.43791,695.58638,579.2479,-0.0002465,-0.2215008,0.1920394,-462.143467741573,,,[],C10H10O,6-methoxy-1H-indene,COC1=CC2=C(C=CC2)C=C1,COc1ccc2c(c1)CC=C2,146.19,0,geom1058,1,0.052694716,11.803586556072700,1.4105333890872500,-0.0006265405003933500,-0.5629988724930120,0.48811546357500500
700,2719.98416,606.35155,495.82086,0.0002042,-0.0374822,-0.3412433,-461.882859772965,,,[],C12H8,2-ethynylnaphthalene,C#CC1=CC2=CC=CC=C2C=C1,C#Cc1ccc2ccccc2c1,152.19,0,geom701,1,0.036141187,11.808836539908900,1.4106278429982500,0.0005190246254779800,-0.09527024885940620,-0.8673539470096470
1457,17009.06045,367.03137,361.70895,0.00329,0.0469503,-0.0282269,-347.47954895185,,,[],C9H8,"nona-2,4,6-triyne",CCC#CC#CC#CC,CC#CC#CC#CCC,116.16,0,geom1459,1,0.055996887,12.072586346954200,1.4106338761418700,0.008362345826751,0.11933575844064100,-0.0717456229231361
259,0,1289.76431,1289.76431,0.0,0.0,3.5464431,-261.989423499245,,,[],C4HN2+,4-iminobut-2-ynenitrile,C(#C[C+]=N)C#N,N#CC#CC#[NH+],77.06,1,geom260,1,0.06575848,11.917447755777300,1.4106597371203900,0.0,0.0,9.014159166290240
1590,146917438544.794,2298.89702,2298.89698,0.0001564,6.44E-05,1.8265148,-207.476262777542,,,[],C4HN,but-1-en-3-ynylideneazanide,C#C[C+]=C=[N-],C#C[C+]=C=[N-],63.06,0,geom1592,1,0.09717677,11.930848622762700,1.4107018529002100,0.00039752914507716,0.00016368847150236,4.642537512242840
443,17242.09994,1312.8483,1259.90715,-0.7554566,-0.3663688,0.7759891,-572.603984230524,,,[],C3H9NS,3-aminopropane-1-thiol,C(CN)CS,NCCCS,91.18,0,geom444,1,0.045439955,12.255639042116000,1.4107038705307100,-1.9201791326144400,-0.9312165974868610,1.9723675416380700
144,904.58908,533.00728,452.90212,0.686026,1.9100987,0.9462658,-593.609225212064,,,[],,,,C=CC(C=C)Oc1ccccc1C#N,,0,geom145,1,0.0589045,11.702925624761900,1.4107042490067500,1.7437041514111500,4.854986593503800,2.405167739704320
1392,66124.93823,6227.80486,6093.66521,-3E-07,0.4286066,0.4255703,-690.061204534809,,,[],H4SSi,sulfanylsilane,[SiH3]S,[SiH3]S,64.18,0,geom1393,1,0.067644164,13.01587663001000,1.4107043341237400,-7.6252393557E-07,1.0894093048109200,1.0816918000590200
1934,6892.16418,431.15346,420.18569,-0.0023051,-0.1206727,-0.3453697,-347.457667068041,,,[],,,,C#CCC#CC#CCC,,0,geom1936,1,0.06107868,12.095598133310200,1.410761374074250,-0.00585897974627469,-0.3067194070661930,-0.8778422095687680
52,1849.65728,1200.75156,728.94558,0.4361443,-0.5576942,0.1500248,-761.874383542811,,,[],C8H7NS,1-benzothiophen-3-amine,C1=CC=C2C(=C1)C(=CS2)N,Nc1csc2ccccc12,149.21,0,geom53,1,0.058780342,12.027320474512800,1.410761400090860,1.108568227041410,-1.417517254095210,0.3813250030970070
1643,3328.34471,2045.67792,1373.74606,0.2089474,-0.083322,-0.174078,-361.400663103935,,,[],,,,C#CC1C=CN=C1O,,0,geom1645,1,0.053145647,11.843067784333500,1.4109048790606900,0.5310913125837300,-0.21178339786521200,-0.4424621388538480
1564,0,563.45028,563.45028,0.0,0.0,4E-06,-305.669478846878,,,[],C8H2,"octa-1,3,5,7-tetrayne",C#CC#CC#CC#C,C#CC#CC#CC#C,98.1,0,geom1566,1,0.09124925,12.393962114653700,1.410976867127700,0.0,0.0,1.01669858076E-05
342,4431.52418,1409.79314,1369.16045,-0.0074254,0.0906412,0.5605922,-363.899080108526,,,[],C6H9NO,(1S)-1-(furan-2-yl)ethanamine,CC(C1=CC=CO1)N,C[C@H](N)c1ccco1,111.14,0,geom343,1,0.033964865,11.71035466119570,1.4109964393361700,-0.01887348410393830,0.23038694849595800,1.4248832353128200
152,288561.52476,2158.47945,2142.45807,-0.0041197,-0.0020994,0.0934721,-192.086286676015,,,[],C5H4,,C=C=CC#C,C#C[C]=C=C,64.08,0,geom153,2,0.060912594,12.087296798373800,1.4109965213924100,-0.01047123285789240,-0.005336142501118860,0.237582378526642
306,7822.31569,2416.56089,2089.11845,0.1315091,0.618056,0.3197957,-305.105163367061,,,[],C4H4O2,prop-2-ynyl formate,C#CCOC=O,C#CCOC=O,84.07,0,geom307,1,0.060370754,11.958391770257000,1.4110101281359500,0.33426278831756200,1.5709416450755100,0.8128395858078770
1598,0,45106.71899,45106.71899,0.0,0.0,1.2049277,-93.367882102956,,,[],CHN,methanidylidyneazanium,[C-]#[NH+],[C-]#[NH+],27.025,0,geom1600,1,0.09937786,12.7989302271249,1.4110227134104700,0.0,0.0,3.062620706271030
1186,17592.25112,3126.8695,3038.58944,-0.1379684,-0.735563,0.3242694,-231.118911029046,,,[],C4H6O,2-ethenyloxirane,C=CC1CO1,C=CC1CO1,70.09,0,geom1187,1,0.051514003,11.932631346267200,1.4110575451085600,-0.35068069117432000,-1.8696146453989200,0.8242105969097420
1070,8667.41226,4124.31571,3113.39254,-0.0827739,-1.2006541,0.437695,-268.282127370527,,,[],C3H6O2,3-hydroxypropanal,C(CO)C=O,O=CCCO,74.08,0,geom1071,1,0.055599455,11.915121028324300,1.4111021711653700,-0.2103902666349250,-3.0517582986341900,1.1125097132643700
1258,33104.02697,3827.10091,3590.87493,0.0171439,-0.2584932,0.6278122,-156.227442694339,,,[],,,,CC#C[CH4+],,1,geom1259,1,0.07781608,11.993782724630600,1.4111044734904700,0.04357544699672840,-0.657024173940277,1.5957394318095300
229,2996.30259,1292.15108,914.4837,-0.2672259,0.0798905,-0.0419879,-743.630852162964,,,[],C7H6OS,"1,3-benzoxathiole",C1OC2=CC=CC=C2S1,c1ccc2c(c1)OCS2,138.19,0,geom230,1,0.061252385,11.879836565423800,1.4111072168694900,-0.6792204831807840,0.20306139491551700,-0.10672259584773200
555,750215.58743,46001.15946,43343.45768,0.6065122,0.9941696,0.0,-130.054198146096,,,[],H2NO+,oxoazanium,[NH2+]=O,N=[O+],32.022,1,geom556,2,0.082242504,12.527466959292700,1.4111383673401200,1.541600232384060,2.526927053386840,0.0
1684,20450.03036,2426.36571,2371.80523,0.4682897,-0.2690181,0.9493407,-284.338930546925,,,[],C2H5NO2,N-(hydroxymethyl)formamide,C(NC=O)O,O=CNCO,75.07,0,geom1686,1,0.039297327,11.844538700656900,1.4111459745957600,1.1902736834363200,-0.6837758011718790,2.412983355869260
1602,61397085708.3791,4361.22592,4361.22561,-4E-07,0.0002459,0.9929712,-189.929588492726,,,[],C3H2O,prop-2-ynal,C#CC=O,C#C[C]=O,54.05,0,geom1604,2,0.100945055,12.234229852383200,1.4111490944058800,-1.01669858076E-06,0.0006250154525222100,2.5238810244388900
1099,566721.80652,164964.59403,127771.99723,0.0,0.0,0.310321,-342.089679533422,,,[],H4P+,phosphanium,[PH4+],[PH2+],35.006,1,geom1100,3,0.040834974,13.060013705838800,1.4112522934820600,0.0,0.0,0.7887573007000600
1804,4477.84162,488.145,452.65233,0.0085491,0.0655759,0.4890575,-347.456442024579,,,[],,,,C#CC#CCC#CCC,,0,geom1806,1,0.06256724,12.098216791405300,1.4112979338474500,0.02172964459193830,0.16667731115514900,1.2430601654000800
90,2701.44151,677.71776,559.25797,0.0452544,0.0977927,-0.5039406,-347.458287431717,,,[],,,,C#CC#CC(C)C#CC,,0,geom91,1,0.06708034,12.04265976110160,1.4114241802676400,0.11502521063286300,0.2485642482467210,-1.280889232018360
1732,127642.94649,24905.837,24040.7521,6E-07,0.6515869,0.4114584,-115.685793438724,,,[],CH4O,methanol,CO,CO,32.042,0,geom1734,1,0.057010405,12.201164505208,1.4114352398650400,1.52504787114E-06,1.65616869117952,1.045822928304450
776,2203.99122,1031.00181,739.04744,0.5445728,0.9169389,1.6429839,-401.924014114074,,,[],,,,C=CC(C=C)OCC#N,,0,geom777,1,0.06163362,11.807915416209200,1.4114440540848000,1.3841659822012500,2.330626195684090,4.176048498353820
1716,106768951458.306,6498.83665,6498.83626,3.57E-05,-0.0169996,0.0,-507.600848105696,,,[],N2S,,N#[N+][S-],N#[N+][S-],60.08,0,geom1718,1,0.054969847,12.091035348323700,1.411525385920670,9.074034833283E-05,-0.04320867298371920,0.0
1901,158407.59144,9189.35223,9189.1517,1.1E-05,-1.6E-05,1.6139766,-132.709567032014,,,[],C2H3N,acetonitrile,CC#N,CC#N,41.05,0,geom1903,1,0.05625454,12.183567270948300,1.4115651408518000,2.79592109709E-05,-4.06679432304E-05,4.102319296499630
805,14353209486.6965,1450.9068,1450.90667,6.35E-05,0.0009819,1.3969227,-550.63799861579,,,[],,,,C#C[C+]=C=S,,1,geom806,1,0.07074531,11.905297077881700,1.4116996678772000,0.00016140089969565,0.00249574084112061,3.550623316303570
273,158136.92136,367.96118,367.9608,-0.0014141,-0.0010614,-2.0909375,-361.39364264049,,,[],,,,CC#CC#CC#CC#[NH+],,1,geom274,1,0.038877334,11.896192936053600,1.411779293818320,-0.00359428365763179,-0.0026978096840466600,-5.314632971769660
929,2505.65156,648.09223,521.86643,0.0244661,0.0774934,0.1617676,-347.447626103051,,,[],C9H8,"nona-1,4,7-triyne",CC#CCC#CCC#C,C#CCC#CCC#CC,116.16,0,geom930,1,0.03883462,12.091305284789500,1.4117830877218400,0.06218662286683060,0.19696857449566700,0.41117222333237800
552,29408.68955,2419.22982,2300.56455,-0.0004378,0.5891362,0.3407325,-231.088662353875,,,[],C4H6O,3-methoxyprop-1-yne,COCC#C,C#CCOC,70.09,0,geom553,1,0.08037205,12.044826410559900,1.4117910934783000,-0.00111277659664182,1.4974348460358500,0.8660556229220170
1842,0,4538.86822,4538.86822,0.0,0.0,1.5765266,-169.506897722056,,,[],C3HN,prop-2-ynenitrile,C#CC#N,C#CC#N,51.05,0,geom1844,1,0.06349456,12.241121344711500,1.411825278309750,0.0,0.0,4.0071308918759700
1591,48829.17481,9838.26844,8188.43612,-0.0012067,1.1875795,0.9126714,-528.638866714882,,,[],HNOS,,N=S=O,N=S=O,63.08,0,geom1593,1,0.097977735,12.065366596845000,1.4118394322532000,-0.00306712544350773,3.018525980474180,2.3197792927006100
1541,9368.54631,582.52436,555.97647,-1E-07,0.0770096,0.5809564,-310.646993334531,,,[],C8H10,"octa-1,3-diyne",CCCCC#CC#C,C#CC#CCCCC,106.16,0,geom1543,1,0.07553642,12.145229169739200,1.4118424565901100,-2.5417464519E-07,0.19573887756223800,1.4766438684086000
948,15887.39209,399.45385,392.50647,0.0057647,-0.0671572,-0.3665458,-347.464987185171,,,[],,,,C#CCCC#CC#CC,,0,geom949,1,0.052520808,12.131287848726500,1.4118556149863100,0.01465240577126790,-0.17069657481953900,-0.931666486608847
1603,22750.59369,2332.07196,2144.2752,1.12E-05,0.4246447,-1.3623001,-854.609710164603,,,[],CH3OPS,thiophosphorosooxymethane,COP=S,COP=S,94.08,0,geom1605,1,0.10113779,11.82762632484670,1.4118739077011900,2.846756026128E-05,1.0793391595431400,-3.462621445598020
856,4974.84489,2826.75829,2098.10715,-0.2261135,-0.0369281,0.0100318,-447.87079378545100,,,[],C4H10Si,ethenyl(dimethyl)silane,C[SiH](C)C=C,C=C[SiH](C)C,86.21,0,geom857,1,0.060421742,11.809019331918100,1.4118760188900600,-0.5747231863516910,-0.09386186715040840,0.02549829205617040
596,17268.0629,1313.75654,1258.92494,1.9E-06,-0.50181,3.8981956,-556.007028456509,,,[],C4H9S-,butane-1-thiolate,CCCC[S-],CCCC[S-],89.18,-1,geom597,1,0.054082427,12.091922192290800,1.4118881068861100,4.82931825861E-06,-1.275473787027940,9.908224835112190
1138,19659852825.7939,8656.86254,8656.85873,0.0054588,-1.902832,0.0,-687.890385777147,,,[],HSSi+,sulfanylidenesilanylium,[SiH+]=S,[SiH]#[S+],61.16,1,geom1139,1,0.04896972,12.469132646604300,1.411927974788190,0.01387488553163170,-4.8365164845617800,0.0
291,24467.98788,2507.61146,2486.23112,-0.1585901,0.0382908,1.5191412,-284.27379326681,,,[],C2H5NO2,N-methoxyformamide,CONC=O,CONC=O,75.07,0,geom292,1,0.055168502,11.818060028773300,1.4119751520917000,-0.4030958239814660,0.09732550504041250,3.861271755035110
499,13717.80724,1611.43439,1517.46125,-0.2325329,0.2539515,-0.0009303,-285.226220579644,,,[],C4H5NO,N-prop-2-ynylformamide,C#CCNC=O,C#CCN=CO,83.09,0,geom500,1,0.048880138,11.849077775575300,1.4120115313844200,-0.5910396735250170,0.6454803240796830,-0.00236458672420257
1616,1769.19068,928.03437,640.3316,0.062844,0.3699736,-0.0024395,-347.444147888678,,,[],,,,C#CC(C#CC)C#CC,,0,geom1618,1,0.10287423,11.905973872335500,1.4121137189744800,0.1597335140232040,0.9403790850966700,-0.00620059046941005
23,7318.64079,3467.89486,2352.95906,-4E-07,1.7226757,1.1990904,-890.967984559296,,,[],CH3NS2,carbamodithioic acid,C(=S)(N)S,NC(=S)S,93.18,0,geom24,1,0.04957789,11.990934110498800,1.4121789485201300,-1.01669858076E-06,4.378604848249350,3.0477837697073500
1531,3283.33952,684.47452,571.54015,-0.0719045,-0.6345004,0.3816344,-462.141893058804,,,[],C10H10O,"5-ethenyl-2,3-dihydro-1-benzofuran",C=CC1=CC2=C(C=C1)OCC2,C=Cc1ccc2c(c1)CCO2,146.19,0,geom1533,1,0.056787867,11.73806347174690,1.4122222059843600,-0.18276300775064400,-1.6127391404291300,0.9700178821229850
1206,139302.78372,24852.21478,23984.01338,-5E-07,-0.7277612,1.4385868,-131.99836213544,,,[],H4NO+,hydroxyazanium,[NH3+]O,[NH3+]O,34.038,1,geom1207,1,0.05473748,12.936739595681100,1.4123509242792100,-1.27087322595E-06,-1.8497844479304900,3.6565228946501700
193,30923.17719,2964.28108,2704.98272,5.46E-05,-1.512515,-8.3E-06,-240.912672252519,,,[],C2HN3,cyanocyanamide,C(#N)NC#N,N#CNC#N,67.05,0,geom194,1,0.04776667,11.9317560188869,1.412413936728740,0.00013877935627374000,-3.8444296346955300,-2.109649555077E-05
798,13164.39,2557.75615,2298.46222,0.1006772,0.112611,0.5675126,-249.621429594515,,,[],C3H9NO,2-(methylamino)ethanol,CNCCO,CNCCO,75.11,0,geom799,1,0.06914514,11.834081346709900,1.412447894187650,0.25589591588722700,0.2862286096949110,1.442473137458540
763,2623.10138,546.47991,452.25933,-0.0018228,-1.0446951,2.2919898,-534.905760398938,,,[],C10H6O2,"3-phenylcyclobut-3-ene-1,2-dione",C1=CC=C(C=C1)C2=CC(=O)C2=O,O=c1cc(-c2ccccc2)c1=O,158.15,0,geom764,1,0.040487077,11.861061487465900,1.41246756078471,-0.00463309543252332,-2.6553500637423200,5.8256569419409900
1473,9583.31254,4903.21013,3310.85908,-2.3E-06,-1.375037,0.7342254,-532.085041477159,,,[],C2H5NS,ethanethioamide,CC(=S)N,CC(=N)S,75.14,0,geom1475,1,0.060892835,12.385577258548100,1.41249529073256,-5.84601683937E-06,-3.4949954159812200,1.8662148053448600
1788,155753.78994,8576.38543,8576.20268,0.0001432,0.0004188,0.3166835,-133.016126262872,,,[],C2H4N+,acetonitrilium,CC#[NH+],C[C+]=N,42.06,1,geom1790,1,0.05836474,12.123334189089700,1.4124959551532900,0.00036397809191208000,0.00106448341405572,0.8049291625002740
732,17048.38655,407.21186,400.68604,0.0052939,0.0430969,-0.5649054,-347.463296505318,,,[],,,,C#CC#CCCC#CC,,0,geom733,1,0.049058866,12.132721555617300,1.4125043010746200,0.013455751541713400,0.1095413926628890,-1.4358462961091500
1135,10705.93892,2654.6004,2402.85637,-0.0448557,0.122349,0.0188622,-196.476527411795,,,[],C5H10,(Z)-pent-2-ene,CCC=CC,C/C=C\CC,70.13,0,geom1136,1,0.048666894,11.848600424189900,1.4125083834023100,-0.11401181632249100,0.3109801366435130,0.047942929925028200
1579,101324.88124,3680.3127,3630.21292,0.0003708,-0.0750079,0.4748428,-154.982657571809,,,[],C4H5+,but-2-yne,CC#C[CH2+],C=C=[C+]C,53.08,1,geom1581,1,0.094155274,11.948720798879100,1.4125111980563800,0.00094247958436452,-0.19065106368947000,1.2069300021102600
303,4381.99845,547.39059,499.82125,0.0329496,0.2279761,-0.2749276,-347.45947690576,,,[],C9H8,"3-methylocta-1,4,6-triyne",CC#CC#CC(C)C#C,C#CC(C)C#CC#CC,116.16,0,geom304,1,0.05999817,12.00299643047470,1.4125668480879300,0.08374952889152430,0.5794574432930000,-0.6987962518293820
176,137830.78373,27225.71193,26284.86084,-0.2247165,-0.3136039,-0.1986253,-78.1341196066607,,,[],C2H5+,ethane,C[CH2+],[CH+]C,29.06,1,geom177,2,0.010577508,12.629134491757400,1.4126287618053900,-0.5711723665583860,-0.7971016001270020,-0.5048551515325730
1169,4364.5731,533.31072,476.63908,-3E-07,-0.261155,0.0012827,-344.962531562184,,,[],,,,C#CC#CCC#CC#C,,0,geom1170,1,0.043227937,12.229103465821700,1.4127345494436700,-7.6252393557E-07,-0.6637897946459450,0.0032602981738521300
852,833586.64441,424885.14559,281435.45655,0.0,0.0,0.8970648,-76.3981269251812,,,[],H2O,oxidane,O,O,18.015,0,geom853,1,0.06007863,12.705018673769900,1.4127484765559900,0.0,0.0,2.280111272524380
1893,21054.21754,1557.72069,1463.83502,-2.2E-06,0.5147107,1.1427098,-285.212523330189,,,[],C4H5NO,prop-2-ynyl methanimidate,C#CCOC=N,C#CCOC=N,83.09,0,geom1895,1,0.053100377,12.093783447589200,1.412778633188660,-5.59184219418E-06,1.3082640954799700,2.9044785797013600
1285,13824.85098,4232.26574,3440.02488,-1.2E-06,-0.6574015,-0.0391684,-729.362450674867,,,[],CH6SSi,methylsulfanylsilane,CS[SiH3],CS[SiH3],78.21,0,geom1286,1,0.08693383,12.795996284390900,1.4127828065642000,-3.05009574228E-06,-1.6709479300987400,-0.09955614172660000
1884,7168.63246,1625.03347,1502.02559,-0.3987386,0.4388268,0.3226471,-251.806867362769,,,[],C5H11N,(Z)-pent-2-en-1-amine,CCC=CCN,CC/C=C\CN,85.15,0,geom1886,1,0.046523105,11.821999510985800,1.4128182345056500,-1.0134924217855700,1.1153864618986300,0.8200871216408250
489,15196.02491,622.00657,601.93959,-1.2E-06,-0.8724241,0.2286547,-345.323911210245,,,[],,,,C#CC#CCCC=O,,0,geom490,1,0.08739782,12.088402478196500,1.4128622087938100,-3.05009574228E-06,-2.2174808607270500,0.5811822724352590
1881,13788.7833,1573.74489,1486.70803,-0.5624721,1.0810795,1.6857539,-265.414477048335,,,[],C4H6N2,2-(ethylideneamino)acetonitrile,CC=NCC#N,CC=NCC#N,82.1,0,geom1883,1,0.044141788,12.075361468564400,1.4128669754615700,-1.4296614644677400,2.747829983346830,4.284758994101590
28,72044.83046,7249.36014,6586.5976,0.0005481,-0.0207535,0.1925337,-205.934661707901,,,[],H2NO2+,nitrosooxidanium,N(=O)[OH2+],O=N[OH2+],48.022,1,geom29,1,0.05218564,12.818231089238200,1.4129386594321800,0.0013931312302863900,-0.052750134989506700,0.489371848846179
1943,158934.49791,2060.28113,2060.27272,0.0001915,0.0001346,2.1239762,-208.825366787895,,,[],C4H3N,but-2-ynenitrile,CC#CC#N,CC#CC#N,65.07,0,geom1945,1,0.08161358,12.094904715724800,1.4129710663256900,0.00048674444553885000,0.00034211907242574,5.398608970270040
1491,7893.03162,3572.71373,2787.43816,-0.3178731,-0.0204868,-0.3481978,-212.505585561837,,,[],C4H9N,(2S)-but-3-en-2-amine,CC(C=C)N,C=C[C@H](C)N,71.12,0,geom1493,1,0.06738439,11.834360968111800,1.4129901720047500,-0.8079528240794540,-0.05207225121078490,-0.8850305227093860
1612,8320.995,3970.8654,2937.79204,-0.1226567,-0.0486338,1.0800981,-227.343668628382,,,[],C3H6N2,(2S)-2-aminopropanenitrile,CC(C#N)N,C[C@H](N)C#N,70.09,0,geom1614,1,0.102701895,11.831914988980800,1.4130076890710600,-0.31176223202676300,-0.1236147885924140,2.7453355133789300
45,77081.49067,13562.4415,13302.70654,-6E-07,0.6060401,-0.0723085,-367.100997560311,,,[],H4OSi,hydroxysilane,O[SiH3],O[SiH3],48.116,0,geom46,1,0.057120018,12.552814694739700,1.4131377494552900,-1.52504787114E-06,1.5404002738841200,-0.18378987331721100
635,0,24686.11326,24686.11326,0.0,0.0,-0.6891657,-436.17443084825,,,[],CS,methanidylidynesulfanium,[C-]#[S+],[C-]#[S+],44.08,0,geom636,1,0.07638364,12.686221271535300,1.4131510778255700,0.0,0.0,-1.7516844727461800
761,6087.38693,1792.11896,1583.62499,0.0721229,0.0877748,-1.26E-05,-235.780767151295,,,[],C6H12,(Z)-hex-3-ene,CCC=CCC,CC/C=C\CC,84.16,0,geom762,1,0.03587878,11.815672756604200,1.4131522819102100,0.1833181251757390,0.22310128646623200,-3.202600529394E-05
212,14378.89541,408.83298,399.49022,-0.3157605,0.2999568,0.7162179,-382.140129839571,,,[],,,,C#CC#CC#CCC=O,,0,geom213,1,0.05731096,12.078147341392600,1.4131808581025500,-0.8025831305251700,0.7624141321232780,1.8204443061122700
1212,0,5943.57862,5943.57862,0.0,0.0,0.5894201,-491.058611226608,,,[],CNS-,thiocyanate,C(#N)[S-],N#C[S-],58.08,-1,geom1213,1,0.05176596,12.568988547445000,1.4132843207406700,0.0,0.0,1.4981564478535400
754,76179402394.4776,10180.51124,10180.50988,-3.7E-06,0.0037143,-2.6E-06,-115.246926599816,,,[],C3H2,"propa-1,2-diene",[CH-]=C=[CH+],[CH+]=C=[CH-],38.05,0,geom755,1,0.054149188,12.547553928873700,1.4133840725950200,-9.40446187203E-06,0.009440808846292170,-6.60854077494E-06
418,285144.54003,1288.82413,1283.02501,0.0008635,0.0009981,-0.4193759,-229.857625596137,,,[],C6H3+,"hex-1-en-3,5-diyne",C=[C+]C#CC#C,C#C[C+]=C=C=C,75.09,1,geom419,1,0.03991219,11.832565779333100,1.4134239131402600,0.00219479806121565,0.00253691713364139,-1.0659472058373700
517,16186.95955,387.66779,381.28463,-0.0011206,-0.0057184,-0.7108944,-347.468194327121,,,[],C9H8,"nona-1,3,5-triyne",CCCC#CC#CC#C,C#CC#CC#CCCC,116.16,0,geom518,1,0.06011457,12.127475587538800,1.413429970763020,-0.00284828107399914,-0.01453472291054500,-1.8069133188755800
1398,288286.14264,9505.89265,9202.45275,0.0002439,-0.0037872,-0.0333302,-115.957319131738,,,[],C3H4,prop-1-yne,CC#C,C#C[CH2],40.06,0,geom1399,2,0.07081957,12.308847010176900,1.4134408191012300,0.00061993195961841,-0.00962610216263568,-0.08471691759111740
392,101758.86646,519.75138,518.79153,0.0277695,-0.0170563,0.8556909,-307.254987034853,,,[],,,,C=C=C=C=[C+]C#CC,,1,geom393,1,0.030823959,11.733775717666600,1.4135018108975800,0.07058302809603710,-0.04335279000754200,2.1749493089981200
158,2731.56792,2690.84979,1433.51066,0.3101483,0.6379059,0.649298,-305.995669398792,,,[],,,,C#CC(C#C)C=O,,0,geom159,1,0.062216956,12.236466824464100,1.413522576153350,0.7883183410878170,1.6213950579710800,1.6503508877257700
1891,7144.27282,3319.00137,2497.23496,0.1082139,0.0992112,-0.5231343,-270.460756580631,,,[],C5H8O,"3-methyl-2,3-dihydrofuran",CC1COC=C1,CC1C=COC1,84.12,0,geom1893,1,0.051731434,11.886024618422300,1.4135263398666500,0.2750522963712610,0.2521697155887410,-1.3296747508921900
38,9331.36228,452.68951,432.89663,-5E-07,-0.1906583,0.2924586,-344.964034274484,,,[],C9H4,"nona-1,3,5,8-tetrayne",C#CCC#CC#CC#C,C#CC#CC#CCC#C,112.13,0,geom39,1,0.055264175,12.235626998822400,1.4135418025524700,-1.27087322595E-06,-0.48460505755028600,0.7433556088776410
1078,12461.36501,2526.0006,2312.95377,0.0405998,-0.6215788,-0.235489,-212.503556884244,,,[],C4H9N,(Z)-but-2-en-1-amine,CC=CCN,C/C=C\CN,71.12,0,geom1079,1,0.05675771,11.853836201013300,1.4136328741023200,0.10319439759785000,-1.5798957094762600,-0.598553330211479
1445,22450.00123,4628.99021,4540.54775,-0.094634,0.0197044,0.2101196,-210.26916498184,,,[],C2H7NO,N-methoxymethanamine,CNOC,CNOC,61.08,0,geom1446,1,0.078940205,11.875490950021800,1.4136771285498200,-0.24053563372910500,0.05008358878681840,0.5340707477746470
141,83685.66041,9960.39581,9421.05059,0.0013803,-0.0814083,1.0744113,-153.133895629019,,,[],C2H4O,acetaldehyde,CC=O,C[C]=O,44.05,0,geom142,2,0.058097444,12.191816308197500,1.4136936636489800,0.00350837262755757,-0.20691925768021100,2.7308811096562700
359,27080.81865,2215.41517,2102.48563,-0.0075358,0.6711155,0.1939871,-231.090658416179,,,[],C4H6O,1-methoxyprop-1-yne,CC#COC,CC#COC,70.09,0,geom360,1,0.045759033,12.023631297377300,1.4137386041107100,-0.01915409291222800,1.7058054409400900,0.4930660231393710
1818,49778.22827,3412.05467,3193.17791,-7.9E-06,0.0478284,-0.6814455,-835.611548719467,,,[],CH2S2,methanedithioic acid,C(=S)S,S=CS,78.16,0,geom1820,1,0.035905942,13.153388786162500,1.4138064790015800,-2.007979697001E-05,0.12156766600005400,-1.7320616817882200
1853,16379.00413,6715.20982,5791.81486,0.5191263,0.0011357,0.1974507,-173.195351086965,,,[],C3H7N,cyclopropanamine,C1CC1N,NC1CC1,57.09,0,geom1855,1,0.06645867,12.229509389698500,1.413832008257950,1.319487431112980,0.0028866614454228300,0.5018696161501710
1204,23796466543843.1,47202.62078,47202.62069,0.0,-0.0001064,0.2321014,-92.9220686039605,,,[],CH2N+,methylidyneazanium,C#[NH+],[C+]=N,28.033,1,geom1205,2,0.054683253,12.767084111219100,1.4138812617748400,0.0,-0.00027044182248216000,0.5899429099310230
